img_id,label,dataset,max,min,mean,std,q01,q09,height,width
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0187-0001.jpeg,NORMAL,train,255,0,125.67006383282416,59.9971420258199,36.0,198.0,1572,1854
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0189-0001.jpeg,NORMAL,train,255,0,123.03464399548774,60.97152374677339,30.0,196.0,1109,1466
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0191-0001.jpeg,NORMAL,train,255,0,135.77797389544202,62.88480414471827,29.0,208.0,1746,2164
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0193-0001.jpeg,NORMAL,train,255,0,111.98964678610382,61.61972895077675,0.0,188.0,1747,2010
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0195-0001.jpeg,NORMAL,train,255,0,131.73124957157503,60.843895469541856,45.0,207.0,1546,1774
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0199-0001.jpeg,NORMAL,train,255,0,121.31764578341297,64.45424447134532,0.0,192.0,833,1506
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0201-0001.jpeg,NORMAL,train,255,0,102.9140894069452,62.20871229926881,0.0,185.0,1310,1446
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0203-0001.jpeg,NORMAL,train,255,0,121.52624139381462,61.47304603433738,25.0,193.0,1260,1434
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0205-0001.jpeg,NORMAL,train,255,0,104.70198557361348,63.149867433390845,0.0,175.0,1075,1554
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0206-0001.jpeg,NORMAL,train,255,0,117.34497991967872,54.36237497640233,31.0,179.0,747,1040
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0207-0001.jpeg,NORMAL,train,255,0,112.82037323999214,59.96636702785589,0.0,186.0,1049,1426
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0209-0001.jpeg,NORMAL,train,255,0,126.32386464991198,57.93839069761476,25.0,189.0,1021,1164
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0210-0001.jpeg,NORMAL,train,255,0,110.79361208209131,66.60477033042909,0.0,188.0,1105,1688
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0211-0001.jpeg,NORMAL,train,255,0,122.21970464073101,59.29238524436443,23.0,192.0,1245,1642
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0213-0001.jpeg,NORMAL,train,255,0,120.42083103785392,63.135696366104646,6.0,199.0,1303,1928
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0214-0001.jpeg,NORMAL,train,255,0,129.21546609325847,58.14600283501857,51.0,200.0,1221,1522
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0215-0001.jpeg,NORMAL,train,255,0,109.66036340094351,66.00963541909739,0.0,198.0,1209,1666
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0216-0001.jpeg,NORMAL,train,255,0,108.21458519602265,69.39040039079747,0.0,200.0,1367,1944
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0217-0001.jpeg,NORMAL,train,255,0,98.54457974725561,66.70270142181589,7.0,181.0,1275,1654
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0218-0001.jpeg,NORMAL,train,255,0,124.90652991339664,57.8014435660726,41.0,198.0,1654,1678
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0219-0001.jpeg,NORMAL,train,255,0,134.64020426424577,55.68774642183373,62.0,202.0,1272,1592
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0220-0001.jpeg,NORMAL,train,255,0,122.86364008562143,66.30634914810656,0.0,202.0,1399,1484
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0221-0001.jpeg,NORMAL,train,255,0,137.94016637202614,63.259744428986714,19.0,210.0,1480,1804
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0222-0001.jpeg,NORMAL,train,255,0,109.43704669623651,75.41889418290653,0.0,204.0,1179,1604
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0223-0001.jpeg,NORMAL,train,255,0,111.02289748432128,63.25487316206569,4.0,192.0,1433,1852
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0224-0001.jpeg,NORMAL,train,255,0,157.46725377302954,43.97876470388869,101.0,209.0,1287,1766
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0225-0001.jpeg,NORMAL,train,255,0,114.46706827419507,63.48980499203808,18.0,198.0,1974,2214
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0226-0001.jpeg,NORMAL,train,255,0,83.7752390030102,66.30542555702823,0.0,175.0,1387,1770
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0227-0001.jpeg,NORMAL,train,255,0,114.3514861798543,61.405441508488934,0.0,188.0,1612,1870
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0228-0001.jpeg,NORMAL,train,255,0,121.253257118662,83.10026795038823,0.0,239.0,1175,1608
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0229-0001.jpeg,NORMAL,train,255,0,115.6448701911388,63.55761938122838,4.0,183.0,1101,1442
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0230-0001.jpeg,NORMAL,train,255,0,124.55424602303034,63.02397487039375,12.0,199.0,1256,1624
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0231-0001.jpeg,NORMAL,train,255,0,132.42993357373317,54.175578182975634,63.0,197.0,1437,1650
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0234-0001.jpeg,NORMAL,train,255,0,104.10845191297824,70.0400877683393,0.0,197.0,1075,1550
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0235-0001.jpeg,NORMAL,train,255,0,115.38201431718062,63.98003874370431,11.0,199.0,1500,1816
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0236-0001.jpeg,NORMAL,train,255,0,100.10975373582778,65.59129893559158,0.0,187.0,974,1442
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0237-0001.jpeg,NORMAL,train,255,0,109.91540527295894,68.48045875907445,0.0,196.0,1140,1790
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0238-0001.jpeg,NORMAL,train,255,0,110.4454169331316,57.84897711152911,19.0,182.0,1051,1464
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0239-0001.jpeg,NORMAL,train,255,0,92.89415579152144,64.77957479774666,0.0,182.0,1314,1690
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0240-0001.jpeg,NORMAL,train,255,0,120.32469961016182,62.47056469664491,4.0,195.0,1708,1944
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0241-0001.jpeg,NORMAL,train,255,0,119.66662211529894,62.3990879926707,10.0,197.0,1392,1806
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0242-0001.jpeg,NORMAL,train,255,0,133.31319893076892,55.63648417028256,54.0,197.0,1468,1844
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0243-0001.jpeg,NORMAL,train,255,0,117.15648239181537,65.94178899606739,16.0,202.0,1677,1936
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0244-0001.jpeg,NORMAL,train,255,0,110.85098839087888,63.98013566272361,0.0,178.0,1024,1354
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0245-0001.jpeg,NORMAL,train,255,0,125.92851711920737,57.600374710871975,38.0,196.0,1480,1724
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0248-0001.jpeg,NORMAL,train,255,0,87.2665758139271,60.2023433417633,0.0,166.0,1228,1608
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0249-0001.jpeg,NORMAL,train,255,0,118.58348168220066,71.67558359271969,10.0,208.0,1990,2396
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0250-0001.jpeg,NORMAL,train,255,0,125.91102244859461,53.47895561818813,49.0,192.0,1368,1550
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0251-0001.jpeg,NORMAL,train,255,0,126.45650884649599,62.224845572532296,25.0,199.0,1206,1812
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0253-0001.jpeg,NORMAL,train,255,0,121.7404608426226,68.74236628050603,0.0,207.0,1306,1720
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0255-0001.jpeg,NORMAL,train,255,0,106.07755321504254,66.26726988733823,0.0,193.0,1171,1512
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0256-0001.jpeg,NORMAL,train,255,0,102.71612809284974,67.92871750222187,0.0,187.0,1086,1562
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0257-0001.jpeg,NORMAL,train,255,0,115.58097645525761,62.90991819234968,9.0,193.0,1418,1682
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0261-0001.jpeg,NORMAL,train,255,0,133.48931303823468,57.552394726475846,52.0,201.0,1330,1596
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0262-0001.jpeg,NORMAL,train,255,0,135.05840290548704,56.73803545161385,55.0,203.0,1538,1690
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0264-0001.jpeg,NORMAL,train,255,0,98.5170115682383,74.08722286488377,0.0,193.0,1545,1810
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0265-0001.jpeg,NORMAL,train,255,0,90.30370550580757,64.24871472769017,0.0,177.0,1109,1616
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0266-0001.jpeg,NORMAL,train,255,0,113.85146845907715,68.09108368594427,6.0,203.0,1495,1848
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0268-0001.jpeg,NORMAL,train,255,0,142.7427150478896,59.982305103765825,52.0,213.0,1356,1620
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0269-0001.jpeg,NORMAL,train,255,0,147.608775323221,56.251910410800555,46.0,211.0,1786,2002
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0270-0001.jpeg,NORMAL,train,255,0,122.79120983657954,55.62482297635876,36.0,186.0,1109,1346
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0272-0001.jpeg,NORMAL,train,255,0,130.292336403588,56.03915097940427,45.0,201.0,1155,1582
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0273-0001.jpeg,NORMAL,train,255,0,113.93739036972828,57.66008617210106,32.0,187.0,1093,1522
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0274-0001.jpeg,NORMAL,train,255,0,133.99296260655723,55.42861008999461,56.0,196.0,1449,1704
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0275-0001.jpeg,NORMAL,train,255,0,105.89304028196366,64.8730502610677,8.0,194.0,1595,1866
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0276-0001.jpeg,NORMAL,train,255,0,139.41537357880503,61.08983999585562,53.0,211.0,1654,1828
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0277-0001.jpeg,NORMAL,train,255,0,128.89516173777952,60.78738566795634,18.0,197.0,1345,1608
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0278-0001.jpeg,NORMAL,train,255,0,130.02384095531096,60.377318147802974,25.0,199.0,1503,1766
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0279-0001.jpeg,NORMAL,train,255,0,115.97372505983873,71.05668525706118,0.0,197.0,1121,1616
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0280-0001.jpeg,NORMAL,train,255,0,102.67264313208462,64.963121259609,0.0,178.0,1222,1728
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0282-0001.jpeg,NORMAL,train,255,0,115.72943348804077,59.21770380894619,0.0,185.0,1372,1588
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0283-0001.jpeg,NORMAL,train,255,0,110.11793265385641,57.549175788755754,24.0,184.0,1612,1936
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0285-0001.jpeg,NORMAL,train,255,0,126.79652311490383,60.872437105399584,37.0,203.0,1101,1426
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0286-0001.jpeg,NORMAL,train,255,0,126.09973044540554,63.31540131173767,20.0,203.0,1804,1982
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0288-0001.jpeg,NORMAL,train,255,0,127.7066759388039,56.46695014229194,43.0,195.0,1140,1438
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0289-0001.jpeg,NORMAL,train,255,0,115.87164004517587,62.93551877511398,21.0,197.0,2066,2280
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0290-0001.jpeg,NORMAL,train,255,0,91.90921261501377,67.55188125023858,0.0,188.0,1434,1708
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0291-0001.jpeg,NORMAL,train,255,0,106.80219390530877,69.1659476680521,0.0,196.0,1005,1518
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0292-0001.jpeg,NORMAL,train,255,0,120.66881844277,61.649884948081095,17.0,198.0,1500,1858
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0293-0001.jpeg,NORMAL,train,255,0,114.97482207609194,55.6246505102592,27.0,177.0,1059,1438
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0294-0001.jpeg,NORMAL,train,255,0,134.7269622729786,63.842166859650355,16.0,210.0,1383,1700
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0295-0001.jpeg,NORMAL,train,255,0,108.14246980929059,59.61858222829417,0.0,176.0,1511,1828
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0297-0001.jpeg,NORMAL,train,255,0,143.1448254317657,61.070651638386536,33.0,214.0,1415,1708
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0298-0001.jpeg,NORMAL,train,255,0,138.51092883235302,56.15162917874452,62.0,207.0,1487,1704
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0299-0001.jpeg,NORMAL,train,255,0,132.49599541657426,57.927821484071195,53.0,203.0,1503,1800
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0300-0001.jpeg,NORMAL,train,255,0,100.79968652136779,69.38526148861172,0.0,196.0,1565,2020
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0301-0001.jpeg,NORMAL,train,255,0,102.49313782210648,60.961049631223624,0.0,183.0,1267,1708
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0302-0001.jpeg,NORMAL,train,255,0,142.36555572087488,55.83741882548391,63.0,204.0,1128,1430
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0303-0001.jpeg,NORMAL,train,255,0,99.20661979697984,71.2991378107939,0.0,200.0,1264,1762
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0304-0001.jpeg,NORMAL,train,255,0,99.39044022850538,61.69743508319567,0.0,175.0,978,1472
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0305-0001.jpeg,NORMAL,train,255,0,120.8299321630101,57.65624082541337,34.0,188.0,1097,1304
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0306-0001.jpeg,NORMAL,train,255,0,129.28778915830546,52.28174464937146,52.0,188.0,1040,1380
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0307-0001.jpeg,NORMAL,train,255,0,126.60597447977243,62.120632906854595,18.0,201.0,1557,1766
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0308-0001.jpeg,NORMAL,train,255,0,126.68227741360657,61.121534785084464,31.0,204.0,1368,1654
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0309-0001.jpeg,NORMAL,train,255,0,119.7820187497416,60.56594882589306,2.0,192.0,1805,2144
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0311-0001.jpeg,NORMAL,train,255,0,118.45607210964373,64.9090307127039,0.0,193.0,885,1268
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0312-0001.jpeg,NORMAL,train,255,0,112.797797534831,62.837690781485,0.0,188.0,1093,1508
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0313-0001.jpeg,NORMAL,train,255,0,108.08471351062593,55.443971313608955,26.0,178.0,1298,1696
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0314-0001.jpeg,NORMAL,train,255,0,131.66950168095832,58.335894366528926,41.0,197.0,846,1014
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0315-0001.jpeg,NORMAL,train,255,0,138.06536366417436,49.026276493674715,71.0,192.0,959,1268
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0316-0001.jpeg,NORMAL,train,255,0,120.225706941619,51.69726671495969,41.0,178.0,1009,1368
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0317-0001.jpeg,NORMAL,train,255,0,116.18164506297141,67.11360857525888,0.0,195.0,1719,2106
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0318-0001.jpeg,NORMAL,train,255,0,129.60237059591125,60.51989241041181,24.0,198.0,1210,1634
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0319-0001.jpeg,NORMAL,train,255,0,124.58407594616794,51.04411069518901,55.0,186.0,1225,1292
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0320-0001.jpeg,NORMAL,train,255,0,112.59209931966492,62.901841057529154,19.0,196.0,1271,1700
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0323-0001.jpeg,NORMAL,train,255,0,131.7944826555024,55.59694916817776,53.0,198.0,1430,1824
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0324-0001.jpeg,NORMAL,train,255,0,117.48927500004483,57.10601083234154,11.0,181.0,931,1198
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0325-0001.jpeg,NORMAL,train,255,0,118.88764317300374,65.36015972627992,4.0,195.0,1174,1504
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0326-0001.jpeg,NORMAL,train,255,0,119.51086886435077,53.42726389541371,43.0,183.0,1306,1520
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0327-0001.jpeg,NORMAL,train,255,0,127.41803699255979,55.98087155968081,56.0,199.0,1507,1808
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0329-0001.jpeg,NORMAL,train,255,0,127.1609480266185,47.89380157708432,62.0,183.0,974,1196
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0330-0001.jpeg,NORMAL,train,255,0,129.04165972879107,60.80911716702677,19.0,203.0,1191,1422
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0331-0001.jpeg,NORMAL,train,255,0,130.79215083124973,72.52996186365114,20.0,227.0,1341,1360
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0332-0001.jpeg,NORMAL,train,255,0,128.50164408525472,55.5802806699779,51.0,195.0,1202,1512
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0333-0001.jpeg,NORMAL,train,255,0,117.20374464115719,52.65215237612283,29.0,179.0,843,1114
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0335-0001.jpeg,NORMAL,train,255,0,99.29039173877048,74.45577994926678,0.0,195.0,1897,2538
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0337-0001.jpeg,NORMAL,train,255,0,127.94328337946972,60.29940037817131,20.0,191.0,1237,1584
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0338-0001.jpeg,NORMAL,train,255,0,102.43228734644705,61.58725525117341,0.0,178.0,1392,1746
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0339-0001.jpeg,NORMAL,train,255,0,128.1626627690124,58.74153835954289,25.0,194.0,1623,1792
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0340-0001.jpeg,NORMAL,train,255,0,118.96347275264395,68.17946016244782,0.0,205.0,1480,1840
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0341-0001.jpeg,NORMAL,train,255,0,123.09692135301606,58.29542534941752,33.0,192.0,1364,1654
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0343-0001.jpeg,NORMAL,train,255,0,118.17211046695739,56.57136618607454,17.0,180.0,1217,1588
/Volumes/Yuchen_Drive/Chest_xray/train/NORMAL/IM-0345-0001.jpeg,NORMAL,train,255,0,134.59054746580566,52.94201402292883,59.0,195.0,1071,1310
